Engine_Type,MTOW_kg,Range_km,Fuel_Consumption_Rate_kg_hr,Cruise_Speed_knots,Cruising_Altitude_ft,Climb_Rate_ft_min,Descent_Rate_ft_min,Landing_Weight_kg,Engine_Efficiency_TSFC,Aerodynamic_Efficiency_LD,Payload_kg,ETOPS_min,APU_Fuel_kg_hr,Wing_Span_m,Fuel_Capacity_L,Flap_Slat_Degrees,Avionics
Jet,156387.67,2000.0,1000.0,441.77,36776.94,3158.77,2489.02,134284.95,0.48,14.48,50304.2,120,43.16,80.0,44432.26,0.77,Modern
Turboprop,16733.66,500.0,1000.0,256.96,20908.09,1343.03,1071.93,14499.9,0.49,10.94,4452.84,0,4.05,15.0,4280.72,3.03,Modern
Jet,101151.96,2000.0,10000.0,472.78,32709.92,970.85,763.76,95045.3,0.44,11.42,29510.03,60,50.98,80.0,38355.28,24.1,Modern
Jet,46732.05,2000.0,6466.0,382.42,42045.64,3036.91,2092.88,42879.82,0.52,16.63,21456.28,180,60.95,80.0,20461.23,10.12,Modern
Jet,87184.63,15000.0,1000.0,490.24,37094.2,2796.74,1431.97,70304.54,0.39,15.25,42288.65,330,52.32,80.0,20000.0,2.3,Legacy
Jet,84649.46,2000.0,3778.03,367.72,38076.31,2231.79,1574.85,80209.28,0.48,11.43,26780.47,330,82.07,80.0,20000.0,17.29,Modern
Piston,6543.17,860.77,93.18,113.47,9781.37,1034.78,735.84,5277.8,0.51,10.94,2586.12,0,8.46,15.0,100.0,11.1,Modern
Jet,76976.74,2000.0,3279.53,464.51,30602.12,2124.3,1580.62,65742.03,0.61,12.89,33608.02,60,10.95,80.0,36539.04,38.96,Modern
Turboprop,17685.7,686.75,1000.0,254.27,19468.71,1408.08,815.32,16290.86,0.36,12.15,6365.0,0,11.22,30.0,2894.62,3.15,Modern
Jet,115323.61,2000.0,6144.59,399.62,37297.06,1546.55,820.02,102662.41,0.51,14.36,28570.25,180,83.98,80.0,31883.51,22.46,Modern
Turboprop,20485.67,3000.0,1000.0,266.52,18999.04,1388.84,976.39,18349.28,0.48,11.5,8943.99,0,2.02,30.0,1406.09,8.76,Modern
Piston,6735.45,1500.0,20.0,130.52,12029.87,646.38,373.44,5801.23,0.58,10.5,1369.72,0,12.92,15.0,100.0,27.68,Legacy
Jet,83243.19,9225.22,2059.66,480.98,34084.1,2264.45,1638.94,76611.95,0.55,13.92,31527.61,120,48.34,30.0,29029.25,3.47,Modern
Jet,69157.04,8619.69,10000.0,484.84,31185.1,2280.91,1574.37,61820.62,0.86,14.66,32194.45,330,53.59,30.0,29669.5,12.98,Legacy
Jet,85472.71,2000.0,10000.0,461.5,32457.46,1986.63,1393.12,78992.57,0.55,16.94,39100.57,60,76.72,80.0,25476.52,37.72,Modern
Turboprop,20372.13,1896.11,651.46,263.66,17944.54,1511.35,1099.61,18966.38,0.33,10.25,4453.24,0,16.35,15.0,3429.35,38.12,Modern
Jet,114451.81,9844.02,3118.78,535.24,37742.96,1839.67,1116.77,101247.83,0.44,13.95,56248.06,240,31.0,30.0,41603.68,7.79,Legacy
Turboprop,25746.22,854.46,1000.0,201.91,15890.77,1283.42,947.41,21074.72,0.44,8.45,7205.73,0,24.91,15.0,4938.3,38.55,Modern
Turboprop,21511.39,1806.17,50.0,291.02,15781.68,1841.17,1075.64,18239.47,0.5,12.43,4951.51,0,22.16,30.0,3032.74,31.61,Modern
Turboprop,21280.13,3000.0,1000.0,288.82,21013.83,1427.69,931.11,17374.36,0.31,11.75,4537.86,0,14.57,15.0,5840.26,8.75,Modern
Turboprop,12307.11,600.73,216.93,241.81,19479.11,1775.94,1367.37,11244.37,0.37,11.03,5997.78,0,12.55,30.0,4937.82,20.34,Modern
Jet,123227.42,7215.45,10000.0,479.56,31374.56,2301.62,1421.78,102737.08,0.63,15.89,32444.44,180,40.89,30.0,66054.19,11.09,Modern
Jet,143543.5,2000.0,7849.71,383.69,34710.32,2344.48,1234.85,121126.64,0.61,18.04,37124.35,330,70.42,80.0,33472.68,30.59,Legacy
Jet,85760.91,5899.66,1000.0,493.48,36590.17,1683.25,874.39,79331.24,0.64,17.97,23282.21,60,41.21,30.0,32368.94,9.62,Modern
Piston,6264.06,932.4,200.0,120.44,9510.02,534.78,386.34,5776.96,0.46,10.41,2858.67,0,35.02,15.0,205.62,12.32,Modern
Turboprop,10815.4,1220.49,1000.0,232.63,17823.56,1827.6,1224.4,9388.41,0.5,8.45,4401.41,0,22.38,15.0,2073.15,5.03,Modern
Turboprop,21087.35,2263.55,413.07,195.11,20143.25,2058.79,1262.9,19167.08,0.3,10.68,9571.83,0,21.72,15.0,7785.82,12.52,Modern
Jet,97800.53,15000.0,9294.75,493.85,35164.12,1769.26,1279.25,84771.86,0.56,13.03,39762.86,180,17.67,80.0,31127.37,1.22,Legacy
Jet,120517.67,2000.0,1000.0,474.42,36728.65,2126.72,1140.41,108144.33,0.66,13.73,51769.91,240,68.45,80.0,39086.84,9.99,Modern
Turboprop,14509.53,2608.59,50.0,262.25,24651.77,1620.45,1221.24,13751.28,0.35,10.66,5373.72,0,12.85,15.0,1000.0,3.49,Modern
Jet,105276.72,6148.34,7254.78,477.82,31560.26,2064.94,1484.3,87617.09,0.66,14.13,23714.17,60,14.78,80.0,32268.7,11.19,Legacy
Jet,72547.07,2573.29,5468.61,545.47,38069.47,1753.39,1069.03,67326.68,0.59,12.39,23694.88,180,39.77,80.0,21442.64,26.21,Modern
Turboprop,24214.91,3000.0,1000.0,211.44,18114.25,1530.98,1060.12,22288.72,0.37,13.42,8610.2,0,-0.78,15.0,6346.29,35.03,Modern
Jet,90669.6,11724.1,1000.0,392.56,32974.44,1871.3,1242.29,76129.58,0.69,15.7,40358.56,330,55.45,30.0,21094.19,3.53,Modern
Jet,68316.4,2692.25,1000.0,507.23,33702.22,3100.18,1857.95,58598.9,0.39,16.57,22872.49,240,69.5,30.0,20000.0,4.19,Legacy
Jet,96694.89,15000.0,10000.0,431.47,33972.65,1687.51,857.15,80157.95,0.54,19.1,44538.77,330,50.89,80.0,37323.74,23.28,Modern
Jet,124238.81,7607.87,6535.39,507.46,38420.51,2661.18,1442.1,105368.06,0.47,13.19,25329.35,240,70.51,30.0,21367.88,0.16,Legacy
Piston,4330.47,300.0,20.0,125.01,9738.87,756.58,601.57,3557.59,0.41,10.05,1189.16,0,18.93,15.0,100.0,39.49,Modern
Jet,99038.96,2000.0,1000.0,492.51,35319.25,2066.55,1223.88,87275.69,0.7,14.13,23934.19,120,34.07,30.0,25645.79,32.21,Legacy
Jet,114380.04,10337.35,1000.0,463.82,29827.34,1737.21,939.87,102442.38,0.51,12.79,49342.17,60,44.51,30.0,43266.66,5.99,Legacy
Jet,103115.32,2000.0,1000.0,430.84,36534.48,1965.61,1386.17,86438.62,0.54,15.14,48187.02,180,80.23,30.0,45374.91,4.01,Modern
Turboprop,24396.21,2329.75,563.08,248.24,18881.26,1512.31,1099.84,21900.15,0.48,11.51,11097.15,0,19.47,30.0,5213.62,38.27,Modern
Jet,96098.67,7357.2,1000.0,558.83,35316.44,1808.2,986.65,82923.55,0.49,14.07,43640.44,240,41.5,80.0,30342.73,31.68,Modern
Jet,177280.38,9444.6,6723.32,403.9,35515.6,2306.03,1298.37,152426.79,0.41,13.54,77285.04,60,55.53,30.0,54335.97,22.83,Modern
Jet,112276.84,2000.0,8349.23,461.86,31645.47,1613.17,1032.12,100144.02,0.44,13.35,44747.79,120,32.08,30.0,32857.03,21.51,Modern
Jet,41868.59,2000.0,1000.0,485.36,42307.05,1890.05,1222.33,33645.53,0.54,12.48,9952.15,180,83.93,30.0,20000.0,27.84,Legacy
Jet,131210.07,15000.0,10000.0,409.87,37247.92,1125.6,651.43,108964.52,0.66,14.39,61070.6,180,13.23,30.0,50368.59,6.76,Modern
Turboprop,21842.57,500.0,1000.0,271.4,16332.32,1872.82,1337.23,18572.6,0.44,12.34,6721.48,0,9.83,30.0,2814.08,17.11,Modern
Turboprop,25461.88,3000.0,792.14,216.44,18679.3,1705.49,960.34,21380.92,0.36,13.84,8245.15,0,31.39,30.0,3967.3,0.77,Legacy
Jet,117671.58,2000.0,1000.0,371.3,29320.92,1639.27,1072.91,96257.54,0.48,12.97,39054.51,120,53.35,80.0,42929.07,0.12,Modern
Jet,88063.17,15000.0,10000.0,515.5,34191.87,1857.81,1191.76,76171.43,0.43,15.55,42619.36,180,50.45,80.0,35260.1,16.03,Modern
Piston,3816.95,417.73,20.0,113.11,9492.17,621.99,322.92,3565.6,0.43,10.39,832.24,0,4.27,15.0,536.68,36.92,Modern
Jet,94827.8,15000.0,10000.0,441.42,34117.9,1946.99,1381.42,76016.59,0.39,14.93,46920.58,60,83.26,80.0,34835.33,31.76,Modern
Turboprop,28089.56,500.0,50.0,219.26,21051.25,1718.77,1187.45,23983.04,0.38,11.62,9856.64,0,7.56,30.0,9384.37,18.46,Modern
Jet,135337.62,2000.0,10000.0,361.69,28442.47,2148.34,1475.65,109947.72,0.55,14.28,62624.38,330,22.03,30.0,20320.53,1.09,Modern
Piston,8634.94,684.26,200.0,118.05,11590.88,684.24,546.19,7525.39,0.52,11.96,2348.19,0,23.1,8.0,100.0,27.71,Modern
Turboprop,21522.07,500.0,1000.0,261.89,19731.94,2020.66,1104.65,19492.61,0.42,12.45,10102.79,0,28.5,30.0,3207.81,6.84,Modern
Piston,5500.15,300.0,20.0,124.07,11397.22,721.41,432.91,4838.41,0.53,12.86,1319.77,0,14.6,15.0,598.62,39.53,Modern
Turboprop,17346.05,2125.75,1000.0,283.43,19126.78,1465.72,824.06,14932.58,0.47,12.48,4590.17,0,17.76,15.0,2859.08,33.96,Modern
Jet,129093.84,2000.0,7750.14,365.3,36929.97,1010.54,709.26,105137.22,0.54,13.64,42067.7,120,60.03,80.0,50840.72,5.93,Modern
Piston,4924.26,1500.0,20.0,122.64,10777.25,901.42,451.89,4656.33,0.57,11.45,1758.18,0,22.04,8.0,100.0,0.18,Modern
Jet,74532.61,11240.61,8216.76,423.25,36447.74,1721.2,962.4,61209.96,0.45,16.03,36029.05,120,50.01,30.0,20000.0,3.76,Modern
Jet,145233.71,15000.0,1000.0,458.79,34601.24,2000.97,1369.01,124272.57,0.48,13.61,65231.83,120,2.58,80.0,50564.77,24.84,Legacy
Turboprop,27389.05,1146.54,50.0,240.01,20079.75,1629.12,983.03,22458.31,0.45,12.57,7407.88,0,25.3,30.0,5556.76,12.32,Modern
Turboprop,17938.57,2927.5,1000.0,223.4,16286.33,1811.67,1448.38,16325.45,0.44,11.98,3870.02,0,5.24,30.0,3346.69,22.58,Modern
Piston,7428.24,853.86,200.0,121.72,9124.65,907.16,542.5,7028.55,0.49,11.63,2720.54,0,25.57,15.0,100.0,0.01,Modern
Jet,137715.47,2000.0,10000.0,452.71,35246.24,1171.56,690.82,118868.24,0.74,16.92,53529.31,60,67.23,80.0,23732.45,28.98,Modern
Turboprop,17029.76,890.03,1000.0,246.51,18779.11,1425.64,1027.53,15803.43,0.34,12.87,6923.49,0,25.39,30.0,3596.02,8.16,Legacy
Turboprop,26437.23,1916.8,50.0,290.65,19023.95,1697.56,1224.34,22543.35,0.34,13.06,5343.37,0,26.3,15.0,8564.15,39.68,Legacy
Jet,114424.74,2000.0,10000.0,418.72,33943.84,1500.05,891.92,105064.04,0.44,12.62,50554.6,120,91.53,80.0,31923.28,27.45,Modern
Jet,83087.48,15000.0,1000.0,398.21,33745.03,1483.5,1128.39,77651.03,0.41,14.28,29368.32,240,56.03,80.0,20000.0,29.25,Legacy
Jet,94321.78,2000.0,9068.89,450.4,32971.29,1011.81,669.62,82364.49,0.51,15.06,37384.58,330,64.15,30.0,42134.17,36.4,Legacy
Jet,32283.08,5226.19,2351.55,434.52,40699.91,2053.52,1580.25,26924.67,0.56,14.53,11139.54,330,83.5,80.0,20000.0,34.57,Modern
Piston,5391.86,702.76,20.0,117.59,8583.29,758.64,403.27,5119.56,0.62,13.55,1485.34,0,14.26,15.0,449.64,9.85,Legacy
Turboprop,29396.4,500.0,1000.0,210.75,20604.05,1654.51,1250.08,26499.06,0.39,13.4,12527.81,0,24.79,30.0,4477.79,5.96,Modern
Turboprop,22533.41,500.0,1000.0,250.56,20734.79,1550.02,1208.86,19525.82,0.39,8.7,4788.82,0,13.94,30.0,3827.12,9.12,Modern
Piston,6395.09,1500.0,200.0,142.17,10216.03,712.09,512.84,5953.94,0.47,12.19,2105.35,0,14.44,8.0,662.3,32.3,Modern
Jet,115258.14,3950.91,1000.0,480.99,38410.43,2207.27,1714.66,105140.35,0.47,15.58,57020.16,240,65.47,30.0,27037.02,14.66,Modern
Turboprop,23851.46,500.0,50.0,222.89,19287.36,1853.92,1262.8,19724.36,0.44,10.41,8281.21,0,26.15,30.0,5607.99,11.32,Modern
Jet,138787.26,2000.0,10000.0,408.9,33309.23,1933.23,1479.93,120934.28,0.53,17.02,42745.99,240,71.86,30.0,32041.32,26.17,Modern
Turboprop,28542.83,3000.0,50.0,273.75,19122.72,1219.79,971.9,26434.38,0.41,9.76,11215.32,0,27.5,30.0,5405.8,32.35,Legacy
Jet,82254.23,2053.94,1000.0,413.52,32944.43,1770.21,1260.07,70068.19,0.54,18.79,21764.89,120,53.39,80.0,35004.69,19.68,Modern
Piston,2086.49,300.0,20.0,114.04,10848.08,726.28,502.34,1745.96,0.52,12.83,419.87,0,25.48,8.0,317.78,21.36,Modern
Jet,65680.03,11685.42,1000.0,433.08,37865.89,1466.21,928.02,59042.66,0.33,16.77,27671.11,240,7.16,80.0,25909.35,14.24,Modern
Jet,61139.93,9077.67,1000.0,477.24,33798.56,3090.97,2298.48,49016.05,0.55,16.68,28396.37,180,67.78,30.0,20000.0,9.44,Legacy
Turboprop,11734.68,1042.53,915.11,243.11,18124.28,1620.31,1020.93,10440.36,0.47,13.02,5680.7,0,27.34,30.0,2486.28,24.57,Modern
Jet,74354.9,2000.0,8579.93,527.92,30934.14,2390.39,1749.0,61129.13,0.5,16.1,28413.28,60,37.18,80.0,36334.08,36.65,Modern
Turboprop,15757.98,3000.0,118.08,223.03,19009.11,1084.31,658.45,14065.4,0.4,10.94,3664.79,0,11.72,15.0,3570.53,35.83,Legacy
Jet,52964.76,4817.12,1000.0,450.55,33860.95,1753.9,1180.64,43718.27,0.4,11.1,16476.96,60,70.9,30.0,20000.0,18.39,Modern
Turboprop,29958.81,1085.48,50.0,225.05,22421.12,1766.59,995.87,25979.7,0.37,13.31,11066.1,0,-6.56,30.0,7913.05,0.81,Legacy
Jet,93849.35,7588.4,5825.77,368.86,34949.73,2216.07,1557.0,83043.32,0.59,14.7,21427.99,180,20.13,30.0,23738.11,19.65,Legacy
Jet,69159.46,3148.78,3435.91,445.45,34203.19,1843.18,1225.08,63370.7,0.49,15.83,33180.87,240,10.7,30.0,20000.0,10.48,Modern
Jet,117955.95,2000.0,9150.74,486.33,34076.8,1873.21,1415.48,111784.74,0.3,19.42,43764.68,120,26.51,30.0,37687.87,27.41,Modern
Jet,96152.89,2000.0,9002.6,400.84,31876.2,2603.55,1914.4,80282.43,0.63,13.75,37682.72,120,31.25,30.0,33644.54,38.19,Legacy
Jet,56407.98,14679.68,1985.89,445.49,36694.11,1090.55,822.75,49108.07,0.41,16.55,23181.46,60,79.32,80.0,20000.0,4.77,Legacy
Jet,108995.43,2000.0,1000.0,427.91,35892.44,2259.36,1546.79,103101.8,0.52,17.07,34912.48,180,44.04,80.0,42915.86,25.2,Modern
Jet,123826.23,15000.0,1000.0,476.63,33977.42,2586.71,1810.81,101741.41,0.49,13.99,32167.92,240,94.49,80.0,46690.02,29.34,Legacy
Jet,115704.08,2000.0,10000.0,443.91,40170.85,2893.32,1726.8,106694.51,0.5,15.7,47136.32,330,53.92,30.0,41404.24,9.39,Modern
Jet,113689.69,9266.69,1000.0,507.82,39820.39,2029.96,1309.61,100357.83,0.54,13.65,46106.97,120,2.53,30.0,21264.71,33.89,Legacy
Turboprop,25313.68,1092.17,50.0,242.7,21442.33,1394.93,715.65,23081.99,0.41,12.39,9823.09,0,15.69,30.0,7055.94,14.56,Modern
Jet,130636.11,2000.0,4271.81,439.92,38047.41,2368.51,1431.4,121521.52,0.58,14.18,58845.86,60,48.4,80.0,34172.78,6.12,Modern
Jet,135100.88,15000.0,1000.0,510.07,29187.32,2037.34,1281.73,115399.14,0.48,15.73,60707.4,180,47.68,30.0,50241.01,5.39,Modern
Turboprop,18787.27,500.0,1000.0,233.41,22621.8,1700.7,982.19,17212.28,0.35,10.9,8424.39,0,0.97,15.0,3343.05,16.73,Legacy
Jet,129876.28,15000.0,1000.0,513.13,34004.75,1664.47,963.21,117920.3,0.45,16.12,62345.99,180,46.5,80.0,40846.35,29.04,Modern
Turboprop,12647.62,1115.6,50.0,278.62,22916.94,1210.43,708.16,11808.86,0.43,14.72,4551.17,0,13.29,15.0,3254.6,28.09,Modern
Jet,67324.32,12339.98,3023.34,368.93,34922.83,2505.45,1482.3,62453.27,0.37,16.03,32417.44,180,58.65,30.0,21846.77,28.35,Legacy
Jet,65780.08,9467.54,1000.0,518.29,37250.91,2384.22,1772.79,61525.41,0.66,15.49,20585.61,330,56.52,30.0,20000.0,38.25,Modern
Jet,91463.44,3755.08,10000.0,584.48,39901.33,2052.8,1382.27,86100.58,0.59,15.26,42399.08,330,46.7,30.0,20000.0,26.01,Modern
Turboprop,25194.1,500.0,50.0,202.13,18904.45,1410.36,993.59,20626.45,0.51,10.89,6758.78,0,7.78,15.0,2609.04,24.64,Modern
Turboprop,18730.04,500.0,1000.0,241.47,17378.43,1398.59,730.25,17609.03,0.37,10.97,7079.72,0,21.96,30.0,1000.0,24.15,Modern
Jet,85862.0,3653.96,3611.09,505.53,36101.52,2275.06,1581.14,68852.98,0.5,11.6,17971.51,240,36.29,80.0,32354.12,33.92,Legacy
Jet,102945.94,2000.0,8142.66,463.53,36435.2,1950.49,1349.78,82892.84,0.65,13.44,37218.72,330,43.79,80.0,20000.0,11.35,Modern
Piston,6526.85,300.0,146.26,141.91,10475.27,888.56,700.54,5358.42,0.46,12.96,2490.87,0,12.7,8.0,518.53,26.84,Legacy
Jet,131488.46,11798.89,10000.0,471.25,33851.03,1913.07,1323.99,123899.74,0.42,15.5,54743.22,120,43.9,30.0,20000.0,35.54,Modern
Jet,125401.39,2000.0,10000.0,482.55,39184.12,1930.74,1472.6,107278.26,0.63,15.98,47385.36,120,21.77,80.0,42741.56,3.51,Modern
Piston,3791.41,370.47,200.0,145.2,10087.58,896.2,485.12,3230.58,0.51,11.66,823.54,0,36.51,8.0,212.18,0.66,Modern
Turboprop,14721.68,2072.98,547.56,295.92,17587.35,1588.33,1041.04,11849.15,0.4,11.41,6125.18,0,15.27,30.0,4908.18,15.62,Modern
Jet,112168.08,2000.0,1482.59,530.46,36792.46,2239.4,1497.21,104744.87,0.48,13.4,31171.4,330,39.19,80.0,64349.4,10.81,Modern
Turboprop,22730.41,893.57,887.99,282.53,20019.85,1759.1,1365.92,19259.14,0.47,14.5,10656.68,0,18.66,15.0,6510.8,35.53,Modern
Turboprop,22516.97,1805.49,218.53,188.6,24369.34,1087.51,576.57,18365.97,0.38,12.65,7915.92,0,34.09,30.0,8402.64,8.85,Modern
Jet,82407.16,11843.08,8278.95,398.67,33106.4,2262.01,1231.23,72287.08,0.39,14.64,30893.2,120,58.65,80.0,20000.0,3.8,Legacy
Jet,98274.63,15000.0,1000.0,416.28,34486.23,1948.86,1092.73,85498.76,0.44,14.54,48058.56,240,60.26,80.0,27431.2,24.79,Modern
Jet,118395.81,3562.93,1000.0,439.66,33021.39,2224.04,1319.09,102894.4,0.66,13.02,28924.99,330,33.82,80.0,22871.57,14.92,Legacy
Piston,6506.37,1334.5,200.0,86.58,11172.13,920.55,528.3,5929.19,0.47,11.09,3203.41,0,24.5,15.0,100.0,10.06,Modern
Turboprop,23842.82,1312.64,1000.0,257.83,18489.47,1417.92,919.28,20188.34,0.37,10.52,5335.32,0,37.74,15.0,4715.34,10.19,Modern
Jet,135961.66,2000.0,1000.0,495.96,36484.62,2693.46,1554.06,120976.33,0.6,15.97,41560.81,120,57.39,30.0,44212.1,30.92,Legacy
Turboprop,22862.65,1561.19,50.0,306.81,19864.35,2236.81,1518.79,21348.06,0.39,12.31,7754.02,0,26.83,15.0,1818.48,15.48,Modern
Jet,121876.56,2000.0,4849.35,409.84,36679.09,2106.31,1315.99,107441.4,0.5,15.61,46693.49,240,45.32,80.0,28260.3,19.42,Modern
Jet,92984.76,3995.85,10000.0,421.46,33652.08,1604.24,1181.63,83138.66,0.77,15.85,19242.48,180,53.04,30.0,20000.0,38.0,Modern
Jet,109340.22,5742.53,10000.0,473.26,32951.06,2246.06,1277.08,103541.09,0.57,18.05,48412.17,330,71.99,30.0,27864.42,14.58,Modern
Jet,39455.99,5854.56,1000.0,510.0,36929.26,2014.55,1347.93,31884.96,0.69,16.12,16166.2,330,42.78,80.0,20000.0,37.25,Modern
Turboprop,18129.07,3000.0,1000.0,272.16,18328.34,1922.67,992.02,15722.39,0.39,10.87,7167.58,0,31.19,15.0,3757.64,15.25,Modern
Jet,104878.69,10287.65,10000.0,321.23,32175.67,2529.16,1450.8,85799.5,0.46,15.7,23595.15,240,75.76,30.0,27403.44,18.88,Legacy
Turboprop,11986.26,549.95,50.0,215.95,15322.68,1865.29,1353.04,11275.54,0.29,12.44,4909.36,0,0.04,15.0,1867.26,6.18,Modern
Jet,142708.98,15000.0,10000.0,457.02,37649.93,2671.29,1714.52,121462.13,0.56,16.84,61528.66,240,33.47,80.0,70881.13,9.52,Modern
Jet,116827.35,15000.0,1000.0,435.07,32951.68,1489.97,888.97,105690.81,0.36,16.07,34224.9,180,47.51,80.0,43676.73,32.49,Modern
Piston,2576.11,300.0,197.64,123.6,9272.22,892.63,471.06,2305.15,0.54,10.71,754.75,0,39.32,15.0,486.81,31.26,Legacy
Jet,162372.6,15000.0,1000.0,464.94,32324.07,2044.93,1499.03,139578.04,0.57,15.93,36106.83,240,53.31,30.0,25955.46,38.43,Modern
Jet,121597.34,7708.45,10000.0,426.58,34338.85,2364.74,1368.11,111258.33,0.67,14.11,36904.2,240,68.44,30.0,25970.52,14.16,Modern
Jet,51139.83,3789.83,10000.0,409.89,37544.87,1837.48,1138.61,42978.98,0.65,14.6,15444.21,330,43.37,80.0,25348.58,33.62,Modern
Turboprop,21707.09,500.0,388.51,263.28,19996.64,1620.6,973.22,19104.73,0.37,12.44,6439.0,0,22.47,30.0,2990.1,22.14,Modern
Jet,83790.93,2000.0,10000.0,470.0,36529.72,1804.28,1293.57,77920.59,0.45,17.87,38809.11,120,53.96,80.0,20000.0,16.13,Legacy
Jet,88557.84,15000.0,8494.35,433.7,32993.78,1536.29,771.59,78775.28,0.41,13.32,35210.18,180,81.11,80.0,29024.53,30.21,Modern
Jet,99514.22,8689.74,6895.14,496.43,35995.95,2072.56,1105.28,86076.03,0.54,13.06,38127.02,240,35.25,30.0,41718.98,12.95,Modern
Jet,125689.15,4170.13,10000.0,436.84,37776.04,2508.71,1564.79,119047.48,0.55,11.25,54944.52,120,69.0,30.0,50974.32,15.56,Legacy
Turboprop,25256.84,500.0,1000.0,276.76,18649.45,1135.46,760.71,20514.72,0.37,8.73,8433.77,0,34.11,15.0,6571.58,8.79,Modern
Jet,114313.4,6703.56,4237.9,493.87,28616.34,1690.95,947.84,91750.98,0.54,11.23,26982.06,120,51.51,80.0,20000.0,11.57,Legacy
Jet,143389.67,15000.0,9781.88,479.36,33818.49,2245.95,1532.98,128379.37,0.6,15.11,67832.08,120,44.1,30.0,24605.97,25.26,Modern
Jet,104451.58,15000.0,1000.0,477.14,34630.58,2397.87,1372.41,92335.09,0.69,17.82,34175.48,180,63.8,30.0,33327.35,1.51,Modern
Jet,92115.45,15000.0,10000.0,420.73,36521.69,1669.89,847.84,74157.98,0.65,17.07,26869.57,180,27.61,80.0,21941.27,25.17,Modern
Piston,8147.58,1500.0,200.0,96.96,9650.86,860.02,663.57,6850.33,0.55,12.77,2553.05,0,22.69,8.0,100.0,16.06,Legacy
Jet,79853.63,2083.42,1000.0,516.17,29295.89,1720.08,967.26,68572.67,0.45,15.09,25219.22,180,71.64,30.0,20000.0,31.12,Modern
Piston,4019.31,477.1,200.0,124.01,10572.95,456.09,300.01,3748.73,0.44,11.58,1696.34,0,11.73,15.0,100.0,34.37,Modern
Jet,90903.47,10587.05,7843.87,401.93,32073.89,1909.18,1070.64,75707.54,0.46,15.63,19589.62,330,48.5,80.0,22122.88,2.64,Modern
Jet,149202.39,12672.93,1000.0,387.85,32487.27,2705.43,1535.12,127016.53,0.42,11.01,70676.83,180,63.92,80.0,36138.7,17.71,Legacy
Turboprop,26380.13,1724.89,429.11,237.61,24049.2,1593.7,945.55,24751.43,0.43,12.88,8050.68,0,4.4,30.0,8478.41,2.26,Legacy
Jet,101606.6,15000.0,1000.0,450.97,33108.28,1563.5,991.79,86751.84,0.46,14.97,50458.49,240,44.1,80.0,30915.05,15.42,Modern
Turboprop,17105.92,1164.43,1000.0,221.02,17727.54,1299.34,1020.24,15136.04,0.37,7.52,4374.43,0,18.94,15.0,2737.3,8.9,Modern
Piston,7346.44,1500.0,20.0,136.26,10356.88,724.46,573.29,6844.2,0.45,11.82,1921.92,0,19.81,8.0,100.0,26.34,Modern
Jet,75675.58,7704.6,4853.85,487.43,34025.14,2892.41,2122.36,60995.18,0.59,14.73,33721.97,240,35.51,30.0,20000.0,4.13,Legacy
Jet,69098.04,5369.66,2101.2,374.92,31373.79,1940.47,1460.01,59766.36,0.45,15.39,28791.75,330,71.15,80.0,20000.0,15.28,Legacy
Turboprop,15984.99,500.0,50.0,249.73,22108.87,1398.24,1082.1,15134.07,0.39,11.93,3407.63,0,41.36,30.0,3419.53,35.08,Modern
Jet,107413.99,2000.0,10000.0,495.76,38235.38,1779.02,1283.14,92303.26,0.66,12.88,40853.88,120,42.62,80.0,34016.82,4.01,Legacy
Jet,89870.69,2000.0,1000.0,543.41,32456.74,1933.24,1499.08,77117.82,0.51,14.41,28288.29,330,22.73,30.0,34216.1,9.2,Modern
Jet,78643.78,8533.51,1647.01,445.78,32092.18,1741.12,873.34,69255.75,0.4,10.75,32258.35,120,85.01,80.0,33565.57,10.91,Legacy
Jet,143713.74,2000.0,1000.0,454.28,33740.22,1791.13,940.77,120886.66,0.6,16.01,66532.96,120,49.66,30.0,47727.56,34.96,Modern
Turboprop,16088.76,2934.12,1000.0,250.4,17304.25,1860.73,1137.98,13154.3,0.43,13.54,5604.56,0,21.95,30.0,2574.43,26.45,Modern
Jet,66303.89,2000.0,4349.71,432.77,32000.21,2076.01,1053.85,55449.4,0.46,15.95,20803.44,120,49.7,80.0,20000.0,32.76,Modern
Jet,95182.28,2000.0,4597.91,421.08,32439.38,2154.99,1207.31,81813.71,0.63,15.25,31323.76,180,43.7,30.0,44060.09,36.9,Modern
Turboprop,19411.5,1433.02,1000.0,321.85,20460.59,1885.89,1146.64,16019.42,0.41,10.54,4663.67,0,3.43,15.0,1000.0,39.69,Modern
Jet,66663.11,5556.76,10000.0,507.76,34165.81,2259.76,1660.27,58181.61,0.53,17.44,30708.24,330,30.62,80.0,20000.0,13.6,Modern
Jet,75749.73,7964.68,10000.0,527.1,35989.28,852.07,615.01,70081.37,0.56,17.76,17726.06,240,51.37,80.0,32376.97,9.56,Legacy
Turboprop,28494.04,500.0,277.04,267.99,22971.84,1935.42,1494.95,25350.73,0.38,10.81,7834.03,0,36.03,15.0,10655.32,2.38,Modern
Jet,124095.99,2000.0,10000.0,447.88,35666.5,2105.28,1155.31,116604.04,0.42,14.46,45003.54,240,58.04,80.0,46399.03,10.37,Modern
Turboprop,19255.33,717.81,524.04,264.35,20151.22,1439.94,937.01,16243.41,0.39,13.17,6980.66,0,5.92,30.0,3107.23,2.19,Modern
